cell_id,ambient_temp_c,cycle_index,elapsed_days,discharge_current_a,capacity_ahr,initial_capacity_ahr,soh_pct
B0007,24,96,38.2377,2.0,1.585352,1.880663,84.2975
B0007,24,97,38.4442,2.0,1.579974,1.880663,84.0115
B0007,24,98,38.6457,2.0,1.575219,1.880663,83.7587
B0007,24,99,38.8522,2.0,1.569798,1.880663,83.4705
B0007,24,100,39.0585,2.0,1.570257,1.880663,83.4949
B0007,24,101,39.2649,2.0,1.56525,1.880663,83.2286
B0007,24,102,39.4662,2.0,1.559634,1.880663,82.93
B0007,24,103,39.8964,2.0,1.564982,1.880663,83.2144
B0007,24,104,40.1488,2.0,1.574979,1.880663,83.746
B0007,24,105,40.3525,2.0,1.565281,1.880663,83.2303
B0007,24,106,40.5484,2.0,1.559755,1.880663,82.9365
B0007,24,107,40.7489,2.0,1.549898,1.880663,82.4123
B0007,24,108,40.9547,2.0,1.543877,1.880663,82.0922
B0007,24,109,41.1518,2.0,1.545019,1.880663,82.1529
B0007,24,110,41.3568,2.0,1.544594,1.880663,82.1303
B0007,24,111,41.5627,2.0,1.534309,1.880663,81.5834
B0007,24,112,41.7685,2.0,1.52876,1.880663,81.2884
B0007,24,113,41.9651,2.0,1.528926,1.880663,81.2972
B0007,24,114,42.1708,2.0,1.529092,1.880663,81.306
B0007,24,115,42.3766,2.0,1.523906,1.880663,81.0303
B0007,24,116,42.5822,2.0,1.518668,1.880663,80.7517
B0007,24,117,42.7878,2.0,1.513648,1.880663,80.4848
B0007,24,118,42.9898,2.0,1.513605,1.880663,80.4825
B0007,24,119,43.1883,2.0,1.513947,1.880663,80.5007
B0007,24,120,44.062,2.0,1.53396,1.880663,81.5649
B0007,24,121,44.2583,2.0,1.539137,1.880663,81.8402
B0007,24,122,44.4629,2.0,1.523625,1.880663,81.0153
B0007,24,123,44.6664,2.0,1.513581,1.880663,80.4813
B0007,24,124,44.8719,2.0,1.507785,1.880663,80.1731
B0007,24,125,45.0763,2.0,1.503196,1.880663,79.9291
B0007,24,126,45.2814,2.0,1.497822,1.880663,79.6433
B0007,24,127,45.4859,2.0,1.492849,1.880663,79.3789
B0007,24,128,45.6911,2.0,1.492414,1.880663,79.3558
B0007,24,129,45.8883,2.0,1.487483,1.880663,79.0935
B0007,24,130,46.0908,2.0,1.482535,1.880663,78.8305
B0007,24,131,46.2959,2.0,1.482787,1.880663,78.8439
B0007,24,132,46.501,2.0,1.476971,1.880663,78.5346
B0007,24,133,47.0062,2.0,1.481902,1.880663,78.7968
B0007,24,134,47.232,2.0,1.498137,1.880663,79.66
B0007,24,135,47.4104,2.0,1.482078,1.880663,78.8061
B0007,24,136,47.6156,2.0,1.477116,1.880663,78.5423
B0007,24,137,47.8206,2.0,1.472077,1.880663,78.2744
B0007,24,138,48.0221,2.0,1.472248,1.880663,78.2835
B0007,24,139,48.2257,2.0,1.467011,1.880663,78.005
B0007,24,140,48.4264,2.0,1.461767,1.880663,77.7262
B0007,24,141,48.6241,2.0,1.456695,1.880663,77.4565
B0007,24,142,48.8281,2.0,1.451355,1.880663,77.1725
B0007,24,143,49.031,2.0,1.451616,1.880663,77.1864
B0007,24,144,49.2337,2.0,1.446816,1.880663,76.9312
B0007,24,145,49.4287,2.0,1.446757,1.880663,76.928
B0007,24,146,49.6298,2.0,1.44138,1.880663,76.6421
B0007,24,147,49.8317,2.0,1.436246,1.880663,76.3691
B0007,24,148,50.0363,2.0,1.436815,1.880663,76.3994
B0007,24,149,50.232,2.0,1.436295,1.880663,76.3717
B0007,24,150,50.8664,2.0,1.441858,1.880663,76.6675
B0007,24,151,51.2006,2.0,1.467206,1.880663,78.0154
B0007,24,152,51.4053,2.0,1.451864,1.880663,77.1996
B0007,24,153,51.6074,2.0,1.447138,1.880663,76.9483
B0007,24,154,51.8036,2.0,1.441791,1.880663,76.664
B0007,24,155,52.0038,2.0,1.431631,1.880663,76.1237
B0007,24,156,52.2052,2.0,1.431808,1.880663,76.1332
B0007,24,157,52.4036,2.0,1.426256,1.880663,75.838
B0007,24,158,52.6053,2.0,1.426088,1.880663,75.829
B0007,24,159,52.8097,2.0,1.421263,1.880663,75.5725
B0007,24,160,53.008,2.0,1.416327,1.880663,75.31
B0007,24,161,53.2065,2.0,1.416578,1.880663,75.3234
B0007,24,162,53.4079,2.0,1.41084,1.880663,75.0182
B0007,24,163,53.608,2.0,1.410995,1.880663,75.0265
B0007,24,164,53.8048,2.0,1.406171,1.880663,74.77
B0007,24,165,54.0035,2.0,1.406336,1.880663,74.7787
B0007,24,166,54.2051,2.0,1.400455,1.880663,74.4661
B0007,24,167,55.0187,2.0,1.421787,1.880663,75.6003
B0007,24,168,55.2222,2.0,1.432455,1.880663,76.1676
B0018,24,1,0.0,1.999,1.855005,1.839602,100.8373
B0018,24,2,0.2761,1.9988,1.843196,1.839602,100.1954
B0018,24,3,0.4866,1.9986,1.839602,1.839602,100.0
B0018,24,4,0.6968,1.9988,1.830674,1.839602,99.5147
B0018,24,5,1.1544,1.999,1.8327,1.839602,99.6248
B0018,24,6,1.3207,1.9988,1.828529,1.839602,99.3981
B0018,24,7,1.487,1.9988,1.821201,1.839602,98.9997
B0018,24,8,1.6531,1.9988,1.81517,1.839602,98.6719
B0018,24,9,1.8411,1.9988,1.804298,1.839602,98.0809
B0018,24,10,3.055,1.9988,1.8231,1.839602,99.103
B0018,24,11,3.2212,1.9988,1.812125,1.839602,98.5064
B0018,24,12,3.3854,1.9986,1.804692,1.839602,98.1023
B0018,24,13,3.5509,1.9986,1.790844,1.839602,97.3496
B0018,24,14,3.7387,1.9986,1.783471,1.839602,96.9487
B0018,24,15,3.9664,1.999,1.780939,1.839602,96.8111
B0018,24,16,4.1319,1.9988,1.771209,1.839602,96.2822
B0018,24,17,4.2963,1.9986,1.76863,1.839602,96.142
B0018,24,18,4.4602,1.9986,1.75363,1.839602,95.3266
B0018,24,19,4.646,1.9986,1.74622,1.839602,94.9238
B0018,24,20,4.8334,1.9986,1.737665,1.839602,94.4587
B0018,24,21,4.9986,1.9986,1.731517,1.839602,94.1245
B0018,24,22,5.1509,1.9986,1.708595,1.839602,92.8785
B0018,24,23,5.316,1.9986,1.71147,1.839602,93.0348
B0018,24,24,5.5025,1.9986,1.707502,1.839602,92.8191
B0018,24,25,6.9117,1.9988,1.749238,1.839602,95.0879
B0018,24,26,7.0752,1.9988,1.73277,1.839602,94.1926
B0018,24,27,7.2375,1.9988,1.722231,1.839602,93.6198
B0018,24,28,7.399,1.9986,1.711846,1.839602,93.0553
B0018,24,29,7.5829,1.9986,1.699268,1.839602,92.3715
B0018,24,30,7.7694,1.9986,1.694037,1.839602,92.0871
B0018,24,31,7.9315,1.9988,1.681903,1.839602,91.4275
B0018,24,32,8.0933,1.9988,1.676977,1.839602,91.1598
B0018,24,33,8.2542,1.9988,1.665523,1.839602,90.5371
B0018,24,34,8.4373,1.9986,1.657192,1.839602,90.0843
B0018,24,35,8.623,1.9986,1.648224,1.839602,89.5968
B0018,24,36,8.7849,1.9986,1.63877,1.839602,89.0829
B0018,24,37,8.946,1.9988,1.627649,1.839602,88.4783
B0018,24,38,9.1084,1.9988,1.622154,1.839602,88.1796
B0018,24,39,9.2906,1.9986,1.614007,1.839602,87.7367
B0018,24,40,11.0922,1.9988,1.676052,1.839602,91.1095
B0018,24,41,11.253,1.9986,1.649301,1.839602,89.6553
B0018,24,42,11.413,1.9986,1.632383,1.839602,88.7357
B0018,24,43,11.5733,1.9986,1.616416,1.839602,87.8677
B0018,24,44,11.757,1.9986,1.610903,1.839602,87.568
B0018,24,45,11.9427,1.9986,1.595464,1.839602,86.7288
B0018,24,46,22.1382,1.9988,1.726707,1.839602,93.8631
B0018,24,47,22.2961,1.9986,1.716567,1.839602,93.3119
B0018,24,48,22.4544,1.9986,1.695824,1.839602,92.1843
B0018,24,49,22.6122,1.9986,1.677778,1.839602,91.2033
B0018,24,50,22.7756,1.9988,1.660659,1.839602,90.2727
B0018,24,51,23.1755,1.9988,1.666411,1.839602,90.5854
B0018,24,52,23.3343,1.9986,1.646834,1.839602,89.5212
B0018,24,53,23.4797,1.9986,1.625764,1.839602,88.3759
B0018,24,54,23.6249,1.9986,1.612158,1.839602,87.6362
B0018,24,55,23.788,1.9986,1.605737,1.839602,87.2872
B0018,24,56,25.1049,1.9988,1.673645,1.839602,90.9787
B0018,24,57,25.2616,1.9988,1.640435,1.839602,89.1734
B0018,24,58,25.4178,1.9986,1.613265,1.839602,87.6964
B0018,24,59,25.5753,1.9986,1.592096,1.839602,86.5457
B0018,24,60,25.7579,1.9986,1.586601,1.839602,86.247
B0018,24,61,25.9442,1.9988,1.580077,1.839602,85.8923
B0018,24,62,26.1017,1.9988,1.564173,1.839602,85.0278
B0018,24,63,26.2597,1.9986,1.555618,1.839602,84.5628
B0018,24,64,26.4171,1.9986,1.540205,1.839602,83.7249
B0018,24,65,26.5998,1.9986,1.532161,1.839602,83.2877
B0018,24,66,26.787,1.9986,1.531623,1.839602,83.2584
B0018,24,67,26.9437,1.9986,1.52226,1.839602,82.7494
B0018,24,68,27.1021,1.9986,1.506527,1.839602,81.8942
B0018,24,69,27.2579,1.9986,1.501422,1.839602,81.6167
B0018,24,70,27.4397,1.9986,1.496353,1.839602,81.3412
B0018,24,71,28.0784,1.9988,1.533426,1.839602,83.3564
B0018,24,72,28.2359,1.9986,1.523845,1.839602,82.8356
B0018,24,73,28.393,1.9986,1.501192,1.839602,81.6042
B0018,24,74,28.5503,1.9986,1.492418,1.839602,81.1272
B0018,24,75,28.7141,1.9986,1.483324,1.839602,80.6329
B0018,24,76,28.8995,1.9986,1.480738,1.839602,80.4923
B0018,24,77,29.0561,1.9988,1.473508,1.839602,80.0993
B0018,24,78,29.2127,1.9986,1.468019,1.839602,79.8009
B0018,24,79,29.369,1.9986,1.458092,1.839602,79.2613
B0018,24,80,29.5503,1.9986,1.447866,1.839602,78.7054
B0018,24,81,29.7361,1.9986,1.452781,1.839602,78.9726
B0018,24,82,29.8925,1.9986,1.442536,1.839602,78.4156
B0018,24,83,30.0487,1.9988,1.439271,1.839602,78.2382
B0018,24,84,30.204,1.9986,1.428648,1.839602,77.6607
B0018,24,85,30.3835,1.9986,1.424903,1.839602,77.4571
B0018,24,86,31.16,1.9986,1.469812,1.839602,79.8984
B0018,24,87,31.3162,1.9986,1.452582,1.839602,78.9618
B0018,24,88,31.4704,1.9984,1.442834,1.839602,78.4319
B0018,24,89,31.6259,1.9984,1.428376,1.839602,77.6459
B0018,24,90,31.7912,1.9986,1.415455,1.839602,76.9435
B0018,24,91,32.2046,1.9988,1.454577,1.839602,79.0702
B0018,24,92,32.3601,1.9988,1.428318,1.839602,77.6428
B0018,24,93,32.515,1.9988,1.419703,1.839602,77.1745
B0018,24,94,32.6698,1.9986,1.415561,1.839602,76.9493
B0018,24,95,32.8483,1.9988,1.40568,1.839602,76.4122
B0018,24,96,33.0303,1.9988,1.408446,1.839602,76.5626
B0018,24,97,33.1845,1.9988,1.396855,1.839602,75.9325
B0018,24,98,33.3379,1.9988,1.393567,1.839602,75.7537
B0018,24,99,33.49,1.9988,1.389364,1.839602,75.5253
B0018,24,100,33.6692,1.9986,1.378565,1.839602,74.9382
B0018,24,101,33.8501,1.9988,1.384901,1.839602,75.2827
B0018,24,102,34.0041,1.9988,1.370325,1.839602,74.4903
B0018,24,103,34.1567,1.9988,1.373346,1.839602,74.6545
B0018,24,104,34.3088,1.9988,1.367949,1.839602,74.3611
B0018,24,105,34.4846,1.9988,1.356714,1.839602,73.7504
B0018,24,106,37.9093,1.9988,1.460431,1.839602,79.3884
B0018,24,107,38.0656,1.9988,1.4501,1.839602,78.8268
B0018,24,108,38.218,1.9986,1.438141,1.839602,78.1767
B0018,24,109,38.3705,1.9986,1.428368,1.839602,77.6455
B0018,24,110,38.5303,1.9986,1.414787,1.839602,76.9073
B0018,24,111,38.7114,1.9986,1.413889,1.839602,76.8584
B0018,24,112,38.8643,1.9988,1.398933,1.839602,76.0454
B0018,24,113,39.0151,1.9988,1.395332,1.839602,75.8497
B0018,24,114,39.1653,1.9988,1.390046,1.839602,75.5623
B0018,24,115,39.3414,1.9986,1.386027,1.839602,75.3439
B0018,24,116,39.526,1.9986,1.388215,1.839602,75.4628
B0018,24,117,39.682,1.9986,1.376183,1.839602,74.8087
B0018,24,118,39.8374,1.9986,1.364717,1.839602,74.1854
B0018,24,119,39.9913,1.9986,1.358985,1.839602,73.8739
B0018,24,120,40.1669,1.9986,1.346231,1.839602,73.1806
B0018,24,121,41.9665,1.9986,1.426843,1.839602,77.5626
B0018,24,122,42.1204,1.9986,1.406448,1.839602,76.4539
B0018,24,123,42.2731,1.9986,1.393491,1.839602,75.7496
B0018,24,124,42.4238,1.9986,1.388249,1.839602,75.4647
B0018,24,125,42.5845,1.9986,1.370188,1.839602,74.4828
B0018,24,126,42.7668,1.9986,1.379695,1.839602,74.9997
B0018,24,127,42.9181,1.9988,1.368659,1.839602,74.3997
B0018,24,128,43.069,1.9988,1.362737,1.839602,74.0778
B0018,24,129,43.22,1.9986,1.363405,1.839602,74.1141
B0018,24,130,43.3942,1.9986,1.351865,1.839602,73.4868
B0018,24,131,43.574,1.9986,1.354797,1.839602,73.6462
B0018,24,132,43.7235,1.9986,1.341051,1.839602,72.899
B0025,24,1,0.0,3.996,1.847011,1.847111,99.9946
B0025,24,2,0.2022,3.996,1.848565,1.847111,100.0787
B0025,24,3,0.4043,3.996,1.847111,1.847111,100.0
B0025,24,4,0.6062,3.996,1.848984,1.847111,100.1014
B0025,24,5,0.8078,3.996,1.837012,1.847111,99.4532
B0025,24,6,4.4837,3.996,1.817549,1.847111,98.3996
B0025,24,7,4.7338,3.996,1.839864,1.847111,99.6076
B0025,24,8,5.0697,3.996,1.84306,1.847111,99.7807
B0025,24,9,5.2684,3.996,1.840187,1.847111,99.6251
B0025,24,10,5.4672,3.996,1.828127,1.847111,98.9722
B0025,24,11,6.4389,3.996,1.825356,1.847111,98.8222
B0025,24,12,6.6882,3.996,1.821418,1.847111,98.609
B0025,24,13,6.8851,3.996,1.830316,1.847111,99.0907
B0025,24,14,7.0837,3.996,1.817549,1.847111,98.3996
B0025,24,15,7.281,3.996,1.810901,1.847111,98.0396
B0025,24,16,7.4794,3.996,1.808303,1.847111,97.899
B0025,24,17,16.7209,3.996,1.792802,1.847111,97.0598
B0025,24,18,16.9634,3.995,1.812563,1.847111,98.1296
B0025,24,19,17.1578,3.995,1.807773,1.847111,97.8703
B0025,24,20,17.3518,3.995,1.804806,1.847111,97.7096
B0025,24,21,17.5461,3.995,1.800539,1.847111,97.4786
B0025,24,22,17.7405,3.995,1.794236,1.847111,97.1374
B0025,24,23,19.811,3.995,1.807409,1.847111,97.8506
B0025,24,24,20.0052,3.995,1.79025,1.847111,96.9216
B0025,24,25,20.2,3.995,1.796122,1.847111,97.2395
B0025,24,26,20.3939,3.995,1.791224,1.847111,96.9743
B0025,24,27,20.5891,3.995,1.785482,1.847111,96.6635
B0025,24,28,33.4739,3.995,1.767789,1.847111,95.7056
B0026,24,1,0.0,4.0,1.81325,1.814291,99.9426
B0026,24,2,0.2022,4.0,1.814976,1.814291,100.0377
B0026,24,3,0.4043,4.0,1.813535,1.814291,99.9583
B0026,24,4,0.6062,4.0,1.815149,1.814291,100.0473
B0026,24,5,0.8078,4.0,1.814291,1.814291,100.0
B0026,24,6,4.4837,4.0,1.386337,1.814291,76.4121
B0026,24,7,4.7338,4.0,1.816528,1.814291,100.1233
B0026,24,8,5.0697,4.0,1.808564,1.814291,99.6843
B0026,24,9,5.2684,4.0,1.804936,1.814291,99.4844
B0026,24,10,5.4672,4.0,1.804932,1.814291,99.4841
B0026,24,11,6.4389,4.0,1.717679,1.814291,94.6749
B0026,24,12,6.6882,4.0,1.809805,1.814291,99.7527
B0026,24,13,6.8851,4.0,1.806556,1.814291,99.5737
B0026,24,14,7.0837,4.0,1.793816,1.814291,98.8714
B0026,24,15,7.281,4.0,1.799305,1.814291,99.174
B0026,24,16,7.4794,4.0,1.78422,1.814291,98.3425
B0026,24,17,16.7209,4.001,1.681882,1.814291,92.7019
B0026,24,18,16.9634,4.001,1.800752,1.814291,99.2537
B0026,24,19,17.1578,4.001,1.795973,1.814291,98.9903
B0026,24,20,17.3518,4.001,1.793103,1.814291,98.8321
B0026,24,21,17.5461,4.001,1.801027,1.814291,99.2689
B0026,24,22,17.7405,4.001,1.782457,1.814291,98.2454
B0026,24,23,19.811,4.001,1.79593,1.814291,98.988
B0026,24,24,20.0052,4.001,1.778314,1.814291,98.017
B0026,24,25,20.2,4.001,1.771719,1.814291,97.6535
B0026,24,26,20.3939,4.001,1.779075,1.814291,98.0589
B0026,24,27,20.5891,4.001,1.773323,1.814291,97.7419
B0026,24,28,33.4739,4.001,1.768754,1.814291,97.4901
B0027,24,1,0.0,3.997,1.823308,1.814238,100.4999
B0027,24,2,0.2022,3.997,1.814238,1.814238,100.0
B0027,24,3,0.4043,3.997,1.81286,1.814238,99.924
B0027,24,4,0.6062,3.997,1.814424,1.814238,100.0102
B0027,24,5,0.8078,3.997,1.8128,1.814238,99.9207
B0027,24,6,4.4837,3.997,1.794604,1.814238,98.9178
B0027,24,7,4.7338,3.997,1.816519,1.814238,100.1257
B0027,24,8,5.0697,3.997,1.819834,1.814238,100.3084
B0027,24,9,5.2684,3.997,1.816981,1.814238,100.1512
B0027,24,10,5.4672,3.997,1.80476,1.814238,99.4776
B0027,24,11,6.4389,3.997,1.802178,1.814238,99.3352
B0027,24,12,6.6882,3.997,1.810054,1.814238,99.7694
B0027,24,13,6.8851,3.997,1.819162,1.814238,100.2714
B0027,24,14,7.0837,3.997,1.806345,1.814238,99.5649
B0027,24,15,7.281,3.997,1.812001,1.814238,99.8767
B0027,24,16,7.4794,3.997,1.809239,1.814238,99.7244
B0027,24,17,16.7209,3.998,1.782072,1.814238,98.227
B0027,24,18,16.9634,3.997,1.81455,1.814238,100.0172
B0027,24,19,17.1578,3.997,1.809153,1.814238,99.7197
B0027,24,20,17.3518,3.997,1.806555,1.814238,99.5765
B0027,24,21,17.5461,3.997,1.802402,1.814238,99.3476
B0027,24,22,17.7405,3.997,1.796433,1.814238,99.0186
B0027,24,23,19.811,3.997,1.808804,1.814238,99.7004
B0027,24,24,20.0052,3.997,1.791553,1.814238,98.7496
B0027,24,25,20.2,3.997,1.785338,1.814238,98.407
B0027,24,26,20.3939,3.997,1.793209,1.814238,98.8409
B0027,24,27,20.5891,3.997,1.78731,1.814238,98.5157
B0027,24,28,33.4739,3.997,1.770093,1.814238,97.5667
B0028,24,1,0.0,1.9992,1.804685,1.797619,100.3931
B0028,24,2,0.2022,1.9992,1.804783,1.797619,100.3986
B0028,24,3,0.4043,1.9992,1.797619,1.797619,100.0
B0028,24,4,0.6062,1.9992,1.792991,1.797619,99.7426
B0028,24,5,0.8078,1.9992,1.791918,1.797619,99.6829
B0028,24,6,4.4837,1.9992,1.775026,1.797619,98.7432
B0028,24,7,4.7338,1.9992,1.792049,1.797619,99.6902
B0028,24,8,5.0697,1.9992,1.790476,1.797619,99.6026
B0028,24,9,5.2684,1.9992,1.786837,1.797619,99.4002
B0028,24,10,5.4672,1.9992,1.787153,1.797619,99.4178
B0028,24,11,6.4389,1.9992,1.781634,1.797619,99.1108
B0028,24,12,6.6882,1.9992,1.785024,1.797619,99.2993
B0028,24,13,6.8851,1.9992,1.780387,1.797619,99.0414
B0028,24,14,7.0837,1.9992,1.778906,1.797619,98.959
B0028,24,15,7.281,1.9992,1.773839,1.797619,98.6771
B0028,24,16,7.4794,1.9992,1.769683,1.797619,98.446
B0028,24,17,16.7209,1.9992,1.740879,1.797619,96.8436
B0028,24,18,16.9634,1.9992,1.764819,1.797619,98.1754
B0028,24,19,17.1578,1.9992,1.761786,1.797619,98.0066
B0028,24,20,17.3518,1.9992,1.757706,1.797619,97.7797
B0028,24,21,17.5461,1.9992,1.751938,1.797619,97.4588
B0028,24,22,17.7405,1.9992,1.752124,1.797619,97.4692
B0028,24,23,19.811,1.9992,1.759771,1.797619,97.8946
B0028,24,24,20.0052,1.9992,1.748301,1.797619,97.2565
B0028,24,25,20.2,1.9992,1.741148,1.797619,96.8586
B0028,24,26,20.3939,1.9992,1.736383,1.797619,96.5935
B0028,24,27,20.5891,1.9992,1.736559,1.797619,96.6033
B0028,24,28,33.4739,1.9992,1.717234,1.797619,95.5282
B0029,43,1,0.0,3.995,1.697507,1.81575,93.4879
B0029,43,2,0.1343,3.995,1.844701,1.81575,101.5944
B0029,43,3,0.2689,3.995,1.825438,1.81575,100.5335
B0029,43,4,0.4031,3.995,1.81575,1.81575,100.0
B0029,43,5,0.5364,3.995,1.813299,1.81575,99.865
B0029,43,6,1.7458,3.995,1.815165,1.81575,99.9677
B0029,43,7,1.8771,3.995,1.814332,1.81575,99.9219
B0029,43,8,2.0081,3.995,1.801344,1.81575,99.2066
B0029,43,9,2.1388,3.995,1.788156,1.81575,98.4803
B0029,43,10,2.2689,3.995,1.776071,1.81575,97.8147
B0029,43,11,2.8459,3.995,1.785281,1.81575,98.3219
B0029,43,12,2.9745,3.995,1.769812,1.81575,97.47
B0029,43,13,3.1028,3.995,1.756523,1.81575,96.7381
B0029,43,14,3.2308,3.995,1.754341,1.81575,96.618
B0029,43,15,3.3593,3.995,1.739288,1.81575,95.7889
B0029,43,16,5.7225,3.995,1.779785,1.81575,98.0192
B0029,43,17,5.8503,3.995,1.765709,1.81575,97.244
B0029,43,18,5.9784,3.995,1.752394,1.81575,96.5107
B0029,43,19,6.1067,3.995,1.738019,1.81575,95.7191
B0029,43,20,6.2352,3.995,1.731221,1.81575,95.3447
B0029,43,21,6.7516,3.995,1.737913,1.81575,95.7132
B0029,43,22,6.8787,3.995,1.722427,1.81575,94.8603
B0029,43,23,7.0058,3.995,1.718421,1.81575,94.6397
B0029,43,24,7.1332,3.995,1.701022,1.81575,93.6815
B0029,43,25,7.2603,3.995,1.693699,1.81575,93.2782
B0029,43,26,7.9358,3.995,1.713073,1.81575,94.3452
B0029,43,27,8.063,3.995,1.697697,1.81575,93.4984
B0029,43,28,8.1889,3.995,1.689931,1.81575,93.0707
B0029,43,29,8.3153,3.995,1.685024,1.81575,92.8004
B0029,43,30,8.4415,3.995,1.67839,1.81575,92.4351
B0029,43,31,8.7379,3.995,1.673795,1.81575,92.182
B0029,43,32,8.8637,3.995,1.66879,1.81575,91.9063
B0029,43,33,8.9898,3.995,1.649257,1.81575,90.8306
B0029,43,34,9.1156,3.995,1.640968,1.81575,90.3741
B0029,43,35,9.2405,3.995,1.645636,1.81575,90.6312
B0029,43,36,9.7184,3.995,1.654548,1.81575,91.122
B0029,43,37,9.8441,3.995,1.64612,1.81575,90.6578
B0029,43,38,9.9694,3.995,1.627512,1.81575,89.633
B0029,43,39,10.0948,3.995,1.620053,1.81575,89.2222
B0029,43,40,10.219,3.995,1.61208,1.81575,88.7831
B0030,43,1,0.0,4.001,1.656071,1.751755,94.5378
B0030,43,2,0.1343,4.001,1.781555,1.751755,101.7011
B0030,43,3,0.2689,4.001,1.761969,1.751755,100.5831
B0030,43,4,0.4031,4.001,1.751755,1.751755,100.0
B0030,43,5,0.5364,4.001,1.738169,1.751755,99.2244
B0030,43,6,1.7458,4.001,1.750675,1.751755,99.9383
B0030,43,7,1.8771,4.001,1.749105,1.751755,99.8487
B0030,43,8,2.0081,4.001,1.725254,1.751755,98.4872
B0030,43,9,2.1388,4.001,1.711262,1.751755,97.6884
B0030,43,10,2.2689,4.001,1.699042,1.751755,96.9908
B0030,43,11,2.8459,4.001,1.718577,1.751755,98.106
B0030,43,12,2.9745,4.001,1.703247,1.751755,97.2309
B0030,43,13,3.1028,4.001,1.689458,1.751755,96.4437
B0030,43,14,3.2308,4.001,1.675614,1.751755,95.6534
B0030,43,15,3.3593,4.001,1.671841,1.751755,95.438
B0030,43,16,5.7225,4.001,1.723306,1.751755,98.376
B0030,43,17,5.8503,4.001,1.709207,1.751755,97.5711
B0030,43,18,5.9784,4.001,1.684002,1.751755,96.1323
B0030,43,19,6.1067,4.001,1.668987,1.751755,95.2751
B0030,43,20,6.2352,4.001,1.662069,1.751755,94.8802
B0030,43,21,6.7516,4.001,1.668705,1.751755,95.259
B0030,43,22,6.8787,4.001,1.652762,1.751755,94.3489
B0030,43,23,7.0058,4.001,1.648481,1.751755,94.1046
B0030,43,24,7.1332,4.001,1.630741,1.751755,93.0918
B0030,43,25,7.2603,4.001,1.62323,1.751755,92.6631
B0030,43,26,7.9358,4.001,1.654191,1.751755,94.4305
B0030,43,27,8.063,4.001,1.638514,1.751755,93.5356
B0030,43,28,8.1889,4.001,1.618848,1.751755,92.4129
B0030,43,29,8.3153,4.001,1.613421,1.751755,92.1031
B0030,43,30,8.4415,4.001,1.606644,1.751755,91.7163
B0030,43,31,8.7379,4.001,1.613839,1.751755,92.127
B0030,43,32,8.8637,4.001,1.59633,1.751755,91.1274
B0030,43,33,8.9898,4.001,1.589079,1.751755,90.7135
B0030,43,34,9.1156,4.001,1.580548,1.751755,90.2266
B0030,43,35,9.2405,4.001,1.584613,1.751755,90.4586
B0030,43,36,9.7184,4.001,1.593665,1.751755,90.9753
B0030,43,37,9.8441,4.001,1.584987,1.751755,90.48
B0030,43,38,9.9694,4.001,1.578706,1.751755,90.1214
B0030,43,39,10.0948,4.001,1.570706,1.751755,89.6647
B0030,43,40,10.219,4.001,1.56278,1.751755,89.2123
B0031,43,1,0.0,3.997,1.666675,1.804439,92.3653
B0031,43,2,0.1343,3.997,1.832858,1.804439,101.575
B0031,43,3,0.2689,3.997,1.813984,1.804439,100.529
B0031,43,4,0.4031,3.997,1.804439,1.804439,100.0
B0031,43,5,0.5364,3.997,1.802148,1.804439,99.873
B0031,43,6,1.7458,3.997,1.771565,1.804439,98.1782
B0031,43,7,1.8771,3.997,1.813993,1.804439,100.5295
B0031,43,8,2.0081,3.997,1.801326,1.804439,99.8275
B0031,43,9,2.1388,3.997,1.788372,1.804439,99.1096
B0031,43,10,2.2689,3.997,1.77654,1.804439,98.4539
B0031,43,11,2.8459,3.997,1.785621,1.804439,98.9571
B0031,43,12,2.9745,3.997,1.781363,1.804439,98.7212
B0031,43,13,3.1028,3.997,1.76849,1.804439,98.0078
B0031,43,14,3.2308,3.997,1.766505,1.804439,97.8978
B0031,43,15,3.3593,3.997,1.751741,1.804439,97.0795
B0031,43,16,5.7225,3.997,1.735235,1.804439,96.1648
B0031,43,17,5.8503,3.997,1.778278,1.804439,98.5502
B0031,43,18,5.9784,3.997,1.764989,1.804439,97.8138
B0031,43,19,6.1067,3.997,1.762591,1.804439,97.6809
B0031,43,20,6.2352,3.997,1.744315,1.804439,96.668
B0031,43,21,6.7516,3.997,1.762837,1.804439,97.6945
B0031,43,22,6.8787,3.997,1.747858,1.804439,96.8644
B0031,43,23,7.0058,3.997,1.744117,1.804439,96.657
B0031,43,24,7.1332,3.997,1.726842,1.804439,95.6997
B0031,43,25,7.2603,3.997,1.720309,1.804439,95.3376
B0031,43,26,7.9358,3.997,1.739425,1.804439,96.397
B0031,43,27,8.063,3.997,1.736738,1.804439,96.2481
B0031,43,28,8.1889,3.997,1.716963,1.804439,95.1522
B0031,43,29,8.3153,3.997,1.712777,1.804439,94.9202
B0031,43,30,8.4415,3.997,1.706108,1.804439,94.5506
B0031,43,31,8.7379,3.997,1.713733,1.804439,94.9732
B0031,43,32,8.8637,3.997,1.709348,1.804439,94.7302
B0031,43,33,8.9898,3.997,1.6901,1.804439,93.6635
B0031,43,34,9.1156,3.997,1.694688,1.804439,93.9178
B0031,43,35,9.2405,3.997,1.687011,1.804439,93.4923
B0031,43,36,9.7184,3.997,1.695707,1.804439,93.9742
B0031,43,37,9.8441,3.997,1.687697,1.804439,93.5303
