cell_id,family,chemistry,protocol,cycle_index,elapsed_days,capacity_ahr,initial_capacity_ahr,soh_pct
CS2_35,CS2,LCO,Type2_1C,742,151.6243,0.673339,1.137481,59.1956
CS2_35,CS2,LCO,Type2_1C,743,151.7291,0.67186,1.137481,59.0656
CS2_35,CS2,LCO,Type2_1C,744,151.8339,0.673264,1.137481,59.189
CS2_35,CS2,LCO,Type2_1C,745,151.9386,0.673329,1.137481,59.1947
CS2_35,CS2,LCO,Type2_1C,746,152.0432,0.674108,1.137481,59.2633
CS2_35,CS2,LCO,Type2_1C,747,154.9812,0.706292,1.137481,62.0926
CS2_35,CS2,LCO,Type2_1C,748,155.0874,0.692937,1.137481,60.9186
CS2_35,CS2,LCO,Type2_1C,749,155.1947,0.683719,1.137481,60.1081
CS2_35,CS2,LCO,Type2_1C,750,155.3007,0.677928,1.137481,59.5991
CS2_35,CS2,LCO,Type2_1C,751,155.4061,0.673217,1.137481,59.1849
CS2_35,CS2,LCO,Type2_1C,752,155.5108,0.670458,1.137481,58.9423
CS2_35,CS2,LCO,Type2_1C,753,155.6153,0.666789,1.137481,58.6198
CS2_35,CS2,LCO,Type2_1C,754,155.7195,0.665915,1.137481,58.543
CS2_35,CS2,LCO,Type2_1C,755,155.8234,0.666684,1.137481,58.6105
CS2_35,CS2,LCO,Type2_1C,756,155.927,0.667893,1.137481,58.7168
CS2_35,CS2,LCO,Type2_1C,757,156.0298,0.660342,1.137481,58.053
CS2_35,CS2,LCO,Type2_1C,758,156.1331,0.654233,1.137481,57.5159
CS2_35,CS2,LCO,Type2_1C,759,156.2356,0.648746,1.137481,57.0336
CS2_35,CS2,LCO,Type2_1C,760,156.3379,0.64306,1.137481,56.5336
CS2_35,CS2,LCO,Type2_1C,761,156.44,0.638775,1.137481,56.157
CS2_35,CS2,LCO,Type2_1C,762,156.5416,0.636248,1.137481,55.9348
CS2_35,CS2,LCO,Type2_1C,763,156.643,0.633752,1.137481,55.7154
CS2_35,CS2,LCO,Type2_1C,764,156.7441,0.634444,1.137481,55.7763
CS2_35,CS2,LCO,Type2_1C,765,156.8452,0.636264,1.137481,55.9362
CS2_35,CS2,LCO,Type2_1C,766,156.946,0.635556,1.137481,55.874
CS2_35,CS2,LCO,Type2_1C,767,157.0468,0.637567,1.137481,56.0508
CS2_35,CS2,LCO,Type2_1C,768,157.1476,0.628474,1.137481,55.2514
CS2_35,CS2,LCO,Type2_1C,769,157.2481,0.622922,1.137481,54.7633
CS2_35,CS2,LCO,Type2_1C,770,157.3481,0.620987,1.137481,54.5931
CS2_35,CS2,LCO,Type2_1C,771,157.4479,0.618528,1.137481,54.377
CS2_35,CS2,LCO,Type2_1C,772,157.5474,0.616651,1.137481,54.212
CS2_35,CS2,LCO,Type2_1C,773,157.6468,0.61504,1.137481,54.0703
CS2_35,CS2,LCO,Type2_1C,774,157.746,0.617117,1.137481,54.2529
CS2_35,CS2,LCO,Type2_1C,775,157.8453,0.618814,1.137481,54.4022
CS2_35,CS2,LCO,Type2_1C,776,157.9444,0.616375,1.137481,54.1877
CS2_35,CS2,LCO,Type2_1C,777,158.0434,0.612989,1.137481,53.8901
CS2_35,CS2,LCO,Type2_1C,778,158.142,0.605391,1.137481,53.2221
CS2_35,CS2,LCO,Type2_1C,779,158.2404,0.603046,1.137481,53.016
CS2_35,CS2,LCO,Type2_1C,780,158.3384,0.598557,1.137481,52.6213
CS2_35,CS2,LCO,Type2_1C,781,158.4361,0.596441,1.137481,52.4353
CS2_35,CS2,LCO,Type2_1C,782,158.5335,0.594191,1.137481,52.2375
CS2_35,CS2,LCO,Type2_1C,783,158.6308,0.59218,1.137481,52.0607
CS2_35,CS2,LCO,Type2_1C,784,158.7278,0.58982,1.137481,51.8531
CS2_35,CS2,LCO,Type2_1C,785,158.8247,0.587677,1.137481,51.6647
CS2_35,CS2,LCO,Type2_1C,786,158.9213,0.585459,1.137481,51.4697
CS2_35,CS2,LCO,Type2_1C,787,159.0177,0.422831,1.137481,37.1725
CS2_35,CS2,LCO,Type2_1C,788,159.0684,0.604383,1.137481,53.1335
CS2_35,CS2,LCO,Type2_1C,789,159.1687,0.61048,1.137481,53.6695
CS2_35,CS2,LCO,Type2_1C,790,159.2663,0.612433,1.137481,53.8412
CS2_35,CS2,LCO,Type2_1C,791,159.3639,0.613517,1.137481,53.9364
CS2_35,CS2,LCO,Type2_1C,792,159.4616,0.613228,1.137481,53.9111
CS2_35,CS2,LCO,Type2_1C,793,159.5592,0.613151,1.137481,53.9043
CS2_35,CS2,LCO,Type2_1C,794,159.6568,0.612659,1.137481,53.861
CS2_35,CS2,LCO,Type2_1C,795,159.7543,0.612116,1.137481,53.8133
CS2_35,CS2,LCO,Type2_1C,796,159.8517,0.611217,1.137481,53.7343
CS2_35,CS2,LCO,Type2_1C,797,160.8818,0.606471,1.137481,53.3171
CS2_35,CS2,LCO,Type2_1C,798,160.9826,0.592862,1.137481,52.1206
CS2_35,CS2,LCO,Type2_1C,799,161.0809,0.583313,1.137481,51.2811
CS2_35,CS2,LCO,Type2_1C,800,161.1772,0.576238,1.137481,50.6591
CS2_35,CS2,LCO,Type2_1C,801,161.2728,0.570667,1.137481,50.1693
CS2_35,CS2,LCO,Type2_1C,802,161.3678,0.565743,1.137481,49.7365
CS2_35,CS2,LCO,Type2_1C,803,161.4624,0.560886,1.137481,49.3095
CS2_35,CS2,LCO,Type2_1C,804,161.5563,0.558682,1.137481,49.1157
CS2_35,CS2,LCO,Type2_1C,805,161.6499,0.555098,1.137481,48.8006
CS2_35,CS2,LCO,Type2_1C,806,161.7432,0.557231,1.137481,48.9882
CS2_35,CS2,LCO,Type2_1C,807,161.8364,0.554962,1.137481,48.7887
CS2_35,CS2,LCO,Type2_1C,808,161.9292,0.548912,1.137481,48.2568
CS2_35,CS2,LCO,Type2_1C,809,162.0217,0.551317,1.137481,48.4682
CS2_35,CS2,LCO,Type2_1C,810,162.1142,0.550361,1.137481,48.3842
CS2_35,CS2,LCO,Type2_1C,811,162.206,0.537521,1.137481,47.2554
CS2_35,CS2,LCO,Type2_1C,812,162.2975,0.534146,1.137481,46.9587
CS2_35,CS2,LCO,Type2_1C,813,162.3886,0.534148,1.137481,46.9589
CS2_35,CS2,LCO,Type2_1C,814,162.4795,0.539527,1.137481,47.4317
CS2_35,CS2,LCO,Type2_1C,815,162.5703,0.541177,1.137481,47.5768
CS2_35,CS2,LCO,Type2_1C,816,162.6613,0.540853,1.137481,47.5483
CS2_35,CS2,LCO,Type2_1C,817,162.7522,0.541167,1.137481,47.5759
CS2_35,CS2,LCO,Type2_1C,818,162.843,0.547161,1.137481,48.1029
CS2_35,CS2,LCO,Type2_1C,819,162.9339,0.543508,1.137481,47.7817
CS2_35,CS2,LCO,Type2_1C,820,163.0247,0.538383,1.137481,47.3311
CS2_35,CS2,LCO,Type2_1C,821,163.115,0.533368,1.137481,46.8902
CS2_35,CS2,LCO,Type2_1C,822,163.2047,0.530995,1.137481,46.6817
CS2_35,CS2,LCO,Type2_1C,823,163.2942,0.527777,1.137481,46.3988
CS2_35,CS2,LCO,Type2_1C,824,163.3834,0.520676,1.137481,45.7745
CS2_35,CS2,LCO,Type2_1C,825,163.472,0.510983,1.137481,44.9223
CS2_35,CS2,LCO,Type2_1C,826,163.5601,0.507085,1.137481,44.5797
CS2_35,CS2,LCO,Type2_1C,827,163.6475,0.507178,1.137481,44.5878
CS2_35,CS2,LCO,Type2_1C,828,163.7347,0.504737,1.137481,44.3732
CS2_35,CS2,LCO,Type2_1C,829,163.8215,0.499659,1.137481,43.9268
CS2_35,CS2,LCO,Type2_1C,830,163.908,0.498238,1.137481,43.8019
CS2_35,CS2,LCO,Type2_1C,831,163.9941,0.493553,1.137481,43.39
CS2_35,CS2,LCO,Type2_1C,832,164.0799,0.490562,1.137481,43.127
CS2_35,CS2,LCO,Type2_1C,833,167.8796,0.500406,1.137481,43.9924
CS2_35,CS2,LCO,Type2_1C,834,167.8796,0.500406,1.137481,43.9924
CS2_35,CS2,LCO,Type2_1C,835,167.922,0.474757,1.137481,41.7376
CS2_35,CS2,LCO,Type2_1C,836,167.922,0.474757,1.137481,41.7376
CS2_35,CS2,LCO,Type2_1C,837,168.0041,0.464509,1.137481,40.8366
CS2_35,CS2,LCO,Type2_1C,838,168.0041,0.464509,1.137481,40.8366
CS2_35,CS2,LCO,Type2_1C,839,168.0847,0.460238,1.137481,40.4612
CS2_35,CS2,LCO,Type2_1C,840,168.0847,0.460238,1.137481,40.4612
CS2_35,CS2,LCO,Type2_1C,841,168.1644,0.442589,1.137481,38.9096
CS2_35,CS2,LCO,Type2_1C,842,168.1644,0.442589,1.137481,38.9096
CS2_35,CS2,LCO,Type2_1C,843,168.2433,0.432394,1.137481,38.0133
CS2_35,CS2,LCO,Type2_1C,844,168.2433,0.432394,1.137481,38.0133
CS2_35,CS2,LCO,Type2_1C,845,168.3209,0.42465,1.137481,37.3325
CS2_35,CS2,LCO,Type2_1C,846,168.3209,0.42465,1.137481,37.3325
CS2_35,CS2,LCO,Type2_1C,847,168.3973,0.418255,1.137481,36.7703
CS2_35,CS2,LCO,Type2_1C,848,168.3973,0.418255,1.137481,36.7703
CS2_35,CS2,LCO,Type2_1C,849,168.473,0.412751,1.137481,36.2864
CS2_35,CS2,LCO,Type2_1C,850,168.473,0.412751,1.137481,36.2864
CS2_35,CS2,LCO,Type2_1C,851,168.548,0.407359,1.137481,35.8124
CS2_35,CS2,LCO,Type2_1C,852,168.548,0.407359,1.137481,35.8124
CS2_35,CS2,LCO,Type2_1C,853,168.6224,0.398316,1.137481,35.0174
CS2_35,CS2,LCO,Type2_1C,854,168.6224,0.398316,1.137481,35.0174
CS2_35,CS2,LCO,Type2_1C,855,168.696,0.397371,1.137481,34.9343
CS2_35,CS2,LCO,Type2_1C,856,168.696,0.397371,1.137481,34.9343
CS2_35,CS2,LCO,Type2_1C,857,168.7689,0.397526,1.137481,34.948
CS2_35,CS2,LCO,Type2_1C,858,168.7689,0.397526,1.137481,34.948
CS2_35,CS2,LCO,Type2_1C,859,168.8417,0.402366,1.137481,35.3734
CS2_35,CS2,LCO,Type2_1C,860,168.8417,0.402366,1.137481,35.3734
CS2_35,CS2,LCO,Type2_1C,861,168.9146,0.401336,1.137481,35.2829
CS2_35,CS2,LCO,Type2_1C,862,168.9146,0.401336,1.137481,35.2829
CS2_35,CS2,LCO,Type2_1C,863,168.9877,0.397922,1.137481,34.9827
CS2_35,CS2,LCO,Type2_1C,864,168.9877,0.397922,1.137481,34.9827
CS2_35,CS2,LCO,Type2_1C,865,169.0606,0.395082,1.137481,34.7331
CS2_35,CS2,LCO,Type2_1C,866,169.0606,0.395082,1.137481,34.7331
CS2_35,CS2,LCO,Type2_1C,867,169.133,0.387008,1.137481,34.0233
CS2_35,CS2,LCO,Type2_1C,868,169.133,0.387008,1.137481,34.0233
CS2_35,CS2,LCO,Type2_1C,869,169.205,0.379471,1.137481,33.3606
CS2_35,CS2,LCO,Type2_1C,870,169.205,0.379471,1.137481,33.3606
CS2_35,CS2,LCO,Type2_1C,871,169.276,0.373819,1.137481,32.8637
CS2_35,CS2,LCO,Type2_1C,872,169.276,0.373819,1.137481,32.8637
CS2_35,CS2,LCO,Type2_1C,875,169.3766,0.368574,1.137481,32.4026
CS2_35,CS2,LCO,Type2_1C,876,169.3766,0.368574,1.137481,32.4026
CS2_35,CS2,LCO,Type2_1C,877,169.4529,0.365141,1.137481,32.1009
CS2_35,CS2,LCO,Type2_1C,878,169.4529,0.365141,1.137481,32.1009
CS2_35,CS2,LCO,Type2_1C,879,169.5223,0.36058,1.137481,31.6998
CS2_35,CS2,LCO,Type2_1C,880,169.5223,0.36058,1.137481,31.6998
CS2_35,CS2,LCO,Type2_1C,885,169.6519,0.353345,1.137481,31.0638
CS2_35,CS2,LCO,Type2_1C,886,169.6519,0.353345,1.137481,31.0638
CS2_35,CS2,LCO,Type2_1C,887,169.7285,0.350578,1.137481,30.8205
CS2_35,CS2,LCO,Type2_1C,888,169.7285,0.350578,1.137481,30.8205
CS2_35,CS2,LCO,Type2_1C,889,169.7964,0.354335,1.137481,31.1508
CS2_35,CS2,LCO,Type2_1C,890,169.7964,0.354335,1.137481,31.1508
CS2_35,CS2,LCO,Type2_1C,891,169.8638,0.356828,1.137481,31.37
CS2_35,CS2,LCO,Type2_1C,892,169.8638,0.356828,1.137481,31.37
CS2_35,CS2,LCO,Type2_1C,895,169.9601,0.361723,1.137481,31.8003
CS2_35,CS2,LCO,Type2_1C,896,169.9601,0.361723,1.137481,31.8003
CS2_35,CS2,LCO,Type2_1C,897,170.0348,0.361648,1.137481,31.7938
CS2_35,CS2,LCO,Type2_1C,898,170.0348,0.361648,1.137481,31.7938
CS2_35,CS2,LCO,Type2_1C,899,170.1031,0.35812,1.137481,31.4836
CS2_35,CS2,LCO,Type2_1C,900,170.1031,0.35812,1.137481,31.4836
CS2_35,CS2,LCO,Type2_1C,901,170.171,0.347464,1.137481,30.5468
CS2_35,CS2,LCO,Type2_1C,902,170.171,0.347464,1.137481,30.5468
CS2_35,CS2,LCO,Type2_1C,903,170.2383,0.335722,1.137481,29.5145
CS2_35,CS2,LCO,Type2_1C,904,170.2383,0.335722,1.137481,29.5145
CS2_35,CS2,LCO,Type2_1C,905,170.3044,0.332357,1.137481,29.2187
CS2_35,CS2,LCO,Type2_1C,906,170.3044,0.332357,1.137481,29.2187
CS2_36,CS2,LCO,Type2_1C,1,0.0,1.144814,1.143133,100.1471
CS2_36,CS2,LCO,Type2_1C,2,1.032,1.143606,1.143133,100.0414
CS2_36,CS2,LCO,Type2_1C,3,1.885,1.143133,1.143133,100.0
CS2_36,CS2,LCO,Type2_1C,4,3.0255,1.142041,1.143133,99.9045
CS2_36,CS2,LCO,Type2_1C,5,3.176,1.139139,1.143133,99.6507
CS2_36,CS2,LCO,Type2_1C,6,3.3266,1.138813,1.143133,99.6222
CS2_36,CS2,LCO,Type2_1C,7,3.4756,1.134613,1.143133,99.2547
CS2_36,CS2,LCO,Type2_1C,8,3.6241,1.124949,1.143133,98.4093
CS2_36,CS2,LCO,Type2_1C,9,3.7725,1.121679,1.143133,98.1233
CS2_36,CS2,LCO,Type2_1C,10,3.9204,1.119217,1.143133,97.9079
CS2_36,CS2,LCO,Type2_1C,11,4.0678,1.115648,1.143133,97.5957
CS2_36,CS2,LCO,Type2_1C,12,4.2148,1.120854,1.143133,98.0511
CS2_36,CS2,LCO,Type2_1C,13,4.3614,1.122267,1.143133,98.1747
CS2_36,CS2,LCO,Type2_1C,14,4.5079,1.122379,1.143133,98.1845
CS2_36,CS2,LCO,Type2_1C,15,4.6542,1.122203,1.143133,98.1691
CS2_36,CS2,LCO,Type2_1C,16,4.8003,1.121781,1.143133,98.1322
CS2_36,CS2,LCO,Type2_1C,17,4.9462,1.121478,1.143133,98.1056
CS2_36,CS2,LCO,Type2_1C,18,5.092,1.121266,1.143133,98.0872
CS2_36,CS2,LCO,Type2_1C,19,5.2377,1.120613,1.143133,98.03
CS2_36,CS2,LCO,Type2_1C,20,5.3832,1.119855,1.143133,97.9637
CS2_36,CS2,LCO,Type2_1C,21,5.5286,1.119205,1.143133,97.9069
CS2_36,CS2,LCO,Type2_1C,22,5.6738,1.118557,1.143133,97.8502
CS2_36,CS2,LCO,Type2_1C,23,5.819,1.118141,1.143133,97.8138
CS2_36,CS2,LCO,Type2_1C,24,5.964,1.117857,1.143133,97.7889
CS2_36,CS2,LCO,Type2_1C,25,6.1089,1.117025,1.143133,97.7161
CS2_36,CS2,LCO,Type2_1C,26,6.2537,1.116353,1.143133,97.6574
CS2_36,CS2,LCO,Type2_1C,27,6.3984,1.115766,1.143133,97.606
CS2_36,CS2,LCO,Type2_1C,28,6.543,1.105379,1.143133,96.6974
CS2_36,CS2,LCO,Type2_1C,29,6.6878,1.101394,1.143133,96.3488
CS2_36,CS2,LCO,Type2_1C,30,6.8322,1.099085,1.143133,96.1468
CS2_36,CS2,LCO,Type2_1C,31,6.9764,1.097438,1.143133,96.0027
CS2_36,CS2,LCO,Type2_1C,32,7.1205,1.095346,1.143133,95.8197
CS2_36,CS2,LCO,Type2_1C,33,7.2645,1.103435,1.143133,96.5273
CS2_36,CS2,LCO,Type2_1C,34,7.408,1.104758,1.143133,96.643
CS2_36,CS2,LCO,Type2_1C,35,7.5516,1.095188,1.143133,95.8059
CS2_36,CS2,LCO,Type2_1C,36,7.6955,1.091362,1.143133,95.4712
CS2_36,CS2,LCO,Type2_1C,37,7.839,1.090897,1.143133,95.4305
CS2_36,CS2,LCO,Type2_1C,38,7.9824,1.089396,1.143133,95.2992
CS2_36,CS2,LCO,Type2_1C,39,8.1256,1.090015,1.143133,95.3533
CS2_36,CS2,LCO,Type2_1C,40,8.2689,1.096985,1.143133,95.9631
CS2_36,CS2,LCO,Type2_1C,41,8.4118,1.097973,1.143133,96.0495
CS2_36,CS2,LCO,Type2_1C,42,8.5549,1.087906,1.143133,95.1688
CS2_36,CS2,LCO,Type2_1C,43,8.6983,1.086225,1.143133,95.0218
CS2_36,CS2,LCO,Type2_1C,44,8.8413,1.085826,1.143133,94.9869
CS2_36,CS2,LCO,Type2_1C,45,8.9841,1.085157,1.143133,94.9284
CS2_36,CS2,LCO,Type2_1C,46,9.1269,1.083855,1.143133,94.8144
CS2_36,CS2,LCO,Type2_1C,47,9.2698,1.091657,1.143133,95.497
CS2_36,CS2,LCO,Type2_1C,48,9.4121,1.093026,1.143133,95.6168
CS2_36,CS2,LCO,Type2_1C,49,9.5547,1.084635,1.143133,94.8827
CS2_36,CS2,LCO,Type2_1C,50,9.6975,1.083225,1.143133,94.7594
CS2_36,CS2,LCO,Type2_1C,51,9.8401,1.082149,1.143133,94.6652
CS2_36,CS2,LCO,Type2_1C,52,9.9825,1.081072,1.143133,94.571
CS2_36,CS2,LCO,Type2_1C,53,10.1248,1.078901,1.143133,94.3811
CS2_36,CS2,LCO,Type2_1C,54,14.9897,1.114268,1.143133,97.4749
CS2_36,CS2,LCO,Type2_1C,55,15.1336,1.111747,1.143133,97.2545
CS2_36,CS2,LCO,Type2_1C,56,15.2801,1.115072,1.143133,97.5453
CS2_36,CS2,LCO,Type2_1C,57,15.4257,1.114709,1.143133,97.5135
CS2_36,CS2,LCO,Type2_1C,58,15.5712,1.106341,1.143133,96.7815
CS2_36,CS2,LCO,Type2_1C,59,15.7168,0.990024,1.143133,86.6062
CS2_36,CS2,LCO,Type2_1C,60,15.8337,1.102359,1.143133,96.4332
CS2_36,CS2,LCO,Type2_1C,61,15.9788,1.100201,1.143133,96.2444
CS2_36,CS2,LCO,Type2_1C,62,16.1237,1.093356,1.143133,95.6456
CS2_36,CS2,LCO,Type2_1C,63,16.2687,1.09541,1.143133,95.8253
CS2_36,CS2,LCO,Type2_1C,64,16.4129,1.093611,1.143133,95.6679
CS2_36,CS2,LCO,Type2_1C,65,16.5571,1.087416,1.143133,95.126
CS2_36,CS2,LCO,Type2_1C,66,16.7014,1.086058,1.143133,95.0072
CS2_36,CS2,LCO,Type2_1C,67,16.8453,1.084498,1.143133,94.8707
CS2_36,CS2,LCO,Type2_1C,68,16.9889,1.083467,1.143133,94.7805
CS2_36,CS2,LCO,Type2_1C,69,17.1324,1.080129,1.143133,94.4885
CS2_36,CS2,LCO,Type2_1C,70,17.2759,1.081726,1.143133,94.6282
CS2_36,CS2,LCO,Type2_1C,71,17.4191,1.081141,1.143133,94.577
CS2_36,CS2,LCO,Type2_1C,72,17.5622,1.076635,1.143133,94.1829
CS2_36,CS2,LCO,Type2_1C,73,17.7052,1.075917,1.143133,94.1201
CS2_36,CS2,LCO,Type2_1C,74,17.8481,1.075223,1.143133,94.0593
CS2_36,CS2,LCO,Type2_1C,75,17.9908,1.074397,1.143133,93.9871
CS2_36,CS2,LCO,Type2_1C,76,18.1333,1.072744,1.143133,93.8425
CS2_36,CS2,LCO,Type2_1C,77,18.276,1.075052,1.143133,94.0444
CS2_36,CS2,LCO,Type2_1C,78,18.4183,1.074371,1.143133,93.9848
CS2_36,CS2,LCO,Type2_1C,79,18.5606,1.0736,1.143133,93.9174
CS2_36,CS2,LCO,Type2_1C,80,18.7028,1.073087,1.143133,93.8725
CS2_36,CS2,LCO,Type2_1C,81,18.845,1.072685,1.143133,93.8373
CS2_36,CS2,LCO,Type2_1C,82,18.9871,0.956683,1.143133,83.6896
CS2_36,CS2,LCO,Type2_1C,83,19.1,0.955968,1.143133,83.627
CS2_36,CS2,LCO,Type2_1C,84,19.213,1.070926,1.143133,93.6834
CS2_36,CS2,LCO,Type2_1C,85,19.3553,1.070118,1.143133,93.6127
CS2_36,CS2,LCO,Type2_1C,86,19.4972,1.069561,1.143133,93.564
CS2_36,CS2,LCO,Type2_1C,87,19.6391,1.068967,1.143133,93.512
CS2_36,CS2,LCO,Type2_1C,88,19.7809,0.951256,1.143133,83.2149
CS2_36,CS2,LCO,Type2_1C,89,19.8932,1.067862,1.143133,93.4154
CS2_36,CS2,LCO,Type2_1C,90,20.0351,1.068103,1.143133,93.4365
CS2_36,CS2,LCO,Type2_1C,91,20.1767,1.066792,1.143133,93.3218
CS2_36,CS2,LCO,Type2_1C,92,20.3183,1.066112,1.143133,93.2624
CS2_36,CS2,LCO,Type2_1C,93,20.4598,1.064989,1.143133,93.1641
CS2_36,CS2,LCO,Type2_1C,94,20.6013,1.058601,1.143133,92.6052
CS2_36,CS2,LCO,Type2_1C,95,20.7429,1.057145,1.143133,92.4779
CS2_36,CS2,LCO,Type2_1C,96,20.8844,1.05596,1.143133,92.3742
CS2_36,CS2,LCO,Type2_1C,98,21.8744,1.063843,1.143133,93.0639
CS2_36,CS2,LCO,Type2_1C,99,21.9406,1.063603,1.143133,93.0429
CS2_36,CS2,LCO,Type2_1C,100,22.0821,1.062931,1.143133,92.9841
CS2_36,CS2,LCO,Type2_1C,101,22.2233,1.068318,1.143133,93.4553
CS2_36,CS2,LCO,Type2_1C,102,22.3642,1.069432,1.143133,93.5527
CS2_36,CS2,LCO,Type2_1C,103,22.5052,1.064265,1.143133,93.1008
CS2_36,CS2,LCO,Type2_1C,104,22.6457,1.061294,1.143133,92.8408
CS2_36,CS2,LCO,Type2_1C,105,22.7868,1.061167,1.143133,92.8297
CS2_36,CS2,LCO,Type2_1C,106,22.9277,1.060735,1.143133,92.792
CS2_36,CS2,LCO,Type2_1C,107,23.0682,1.058027,1.143133,92.5551
CS2_36,CS2,LCO,Type2_1C,108,23.2088,1.064683,1.143133,93.1373
CS2_36,CS2,LCO,Type2_1C,109,23.3493,1.066207,1.143133,93.2707
CS2_36,CS2,LCO,Type2_1C,110,23.4898,0.953938,1.143133,83.4495
CS2_36,CS2,LCO,Type2_1C,111,23.6024,1.056329,1.143133,92.4065
CS2_36,CS2,LCO,Type2_1C,112,23.7436,1.056276,1.143133,92.4019
CS2_36,CS2,LCO,Type2_1C,113,23.8841,1.05607,1.143133,92.3839
CS2_36,CS2,LCO,Type2_1C,114,24.0246,1.053429,1.143133,92.1528
CS2_36,CS2,LCO,Type2_1C,115,24.1651,1.056781,1.143133,92.4461
CS2_36,CS2,LCO,Type2_1C,116,24.3059,1.061447,1.143133,92.8542
CS2_36,CS2,LCO,Type2_1C,117,24.4461,0.949401,1.143133,83.0526
CS2_36,CS2,LCO,Type2_1C,118,24.5581,1.052504,1.143133,92.0719
CS2_36,CS2,LCO,Type2_1C,119,24.6989,1.051249,1.143133,91.9621
CS2_36,CS2,LCO,Type2_1C,120,24.8391,1.051537,1.143133,91.9873
CS2_36,CS2,LCO,Type2_1C,121,24.9793,1.049651,1.143133,91.8223
CS2_36,CS2,LCO,Type2_1C,122,25.1193,1.047676,1.143133,91.6496
CS2_36,CS2,LCO,Type2_1C,123,25.2595,1.056366,1.143133,92.4098
CS2_36,CS2,LCO,Type2_1C,124,25.3991,1.05736,1.143133,92.4967
CS2_36,CS2,LCO,Type2_1C,125,25.5389,1.059116,1.143133,92.6503
CS2_36,CS2,LCO,Type2_1C,126,25.6788,1.060384,1.143133,92.7613
CS2_36,CS2,LCO,Type2_1C,127,25.8186,1.061229,1.143133,92.8351
CS2_36,CS2,LCO,Type2_1C,128,25.9585,1.061818,1.143133,92.8867
CS2_36,CS2,LCO,Type2_1C,129,26.0982,1.062356,1.143133,92.9337
CS2_36,CS2,LCO,Type2_1C,130,26.238,1.063151,1.143133,93.0033
CS2_36,CS2,LCO,Type2_1C,131,26.3777,1.063215,1.143133,93.0089
CS2_36,CS2,LCO,Type2_1C,132,26.5174,1.063441,1.143133,93.0287
CS2_36,CS2,LCO,Type2_1C,133,26.6571,1.063672,1.143133,93.0489
CS2_36,CS2,LCO,Type2_1C,134,26.7968,1.063812,1.143133,93.0611
CS2_36,CS2,LCO,Type2_1C,135,26.9365,1.063914,1.143133,93.0701
CS2_36,CS2,LCO,Type2_1C,136,27.0762,1.064055,1.143133,93.0824
CS2_36,CS2,LCO,Type2_1C,137,27.2158,1.06406,1.143133,93.0828
CS2_36,CS2,LCO,Type2_1C,138,27.3555,1.064052,1.143133,93.0821
CS2_36,CS2,LCO,Type2_1C,139,27.4951,1.057066,1.143133,92.471
CS2_36,CS2,LCO,Type2_1C,140,27.6344,1.049504,1.143133,91.8095
CS2_36,CS2,LCO,Type2_1C,141,27.7744,1.049017,1.143133,91.7669
CS2_36,CS2,LCO,Type2_1C,142,27.9141,1.048334,1.143133,91.7071
CS2_36,CS2,LCO,Type2_1C,143,28.0537,1.046153,1.143133,91.5163
CS2_36,CS2,LCO,Type2_1C,144,28.1931,1.053832,1.143133,92.1881
CS2_36,CS2,LCO,Type2_1C,145,28.3328,1.056633,1.143133,92.4331
CS2_36,CS2,LCO,Type2_1C,146,28.4722,1.054441,1.143133,92.2414
CS2_36,CS2,LCO,Type2_1C,147,28.6114,1.044686,1.143133,91.388
CS2_36,CS2,LCO,Type2_1C,148,29.0088,1.053231,1.143133,92.1355
CS2_36,CS2,LCO,Type2_1C,149,29.1488,1.054862,1.143133,92.2782
CS2_36,CS2,LCO,Type2_1C,150,29.2898,1.060498,1.143133,92.7712
CS2_36,CS2,LCO,Type2_1C,151,29.43,1.061244,1.143133,92.8364
CS2_36,CS2,LCO,Type2_1C,152,29.5701,1.048652,1.143133,91.7349
CS2_36,CS2,LCO,Type2_1C,153,29.7108,1.048642,1.143133,91.734
CS2_36,CS2,LCO,Type2_1C,154,29.8509,1.049019,1.143133,91.767
CS2_36,CS2,LCO,Type2_1C,155,29.9904,1.047819,1.143133,91.6621
CS2_36,CS2,LCO,Type2_1C,156,30.1298,1.04745,1.143133,91.6298
CS2_36,CS2,LCO,Type2_1C,157,30.2694,1.05547,1.143133,92.3314
CS2_36,CS2,LCO,Type2_1C,158,30.4083,1.056765,1.143133,92.4447
CS2_36,CS2,LCO,Type2_1C,159,30.5474,1.047231,1.143133,91.6107
CS2_36,CS2,LCO,Type2_1C,160,30.6869,1.045338,1.143133,91.445
CS2_36,CS2,LCO,Type2_1C,161,30.8261,1.045214,1.143133,91.4342
CS2_36,CS2,LCO,Type2_1C,162,30.9653,1.044921,1.143133,91.4085
CS2_36,CS2,LCO,Type2_1C,163,31.1043,1.041965,1.143133,91.15
CS2_36,CS2,LCO,Type2_1C,164,31.2434,1.051437,1.143133,91.9786
CS2_36,CS2,LCO,Type2_1C,165,31.382,1.053421,1.143133,92.1522
CS2_36,CS2,LCO,Type2_1C,166,31.5208,1.045247,1.143133,91.437
CS2_36,CS2,LCO,Type2_1C,167,31.6591,1.041577,1.143133,91.116
CS2_36,CS2,LCO,Type2_1C,168,31.7983,1.042787,1.143133,91.2218
CS2_36,CS2,LCO,Type2_1C,169,31.9371,1.041856,1.143133,91.1404
CS2_36,CS2,LCO,Type2_1C,170,32.076,1.039428,1.143133,90.928
